metabolite	PMN_74	PMN_75	PMN_76	PMN_77	PMN_78	PMN_79	PMN_80	PMN_81	PMN_82	PMN_83	PMN_84	PMN_85	PMN_86	PMN_87	PMN_88	PMN_89	PMN_90	PMN_91	PMN_92	PMN_02	PMN_03	PMN_04	PMN_05	PMN_06	PMN_07	PMN_08	PMN_10	PMN_12	PMN_13	PMN_14	PMN_15	PMN_16	PMN_19	PMN_21	PMN_22	PMN_25	PMN_27	PMN_28	PMN_29	PMN_32	PMN_34	PMN_35	PMN_36	PMN_38	PMN_40	PMN_41	PMN_42	PMN_43	PMN_46	PMN_48	PMN_49	PMN_50	PMN_51	PMN_52	PMN_53	PMN_54	PMN_55	PMN_56	PMN_57	PMN_58	PMN_59	PMN_60	PMN_61	PMN_62	PMN_63	PMN_64	PMN_65	PMN_66	PMN_67	PMN_68	PMN_69	PMN_70	PMN_71	PMN_72	PMN_73
Platelet-activating factor	2.4700709e+08	5.9236012e+08	3.4496674e+08	1.7445221e+08	2.9364433e+08	4.0837199e+08	2.6656879e+08	3.066031e+08	2.2113902e+08	2.614397e+08	6.151582e+08	3.0693072e+08	4.2869344e+08	3.181001e+08	3.0959815e+08	5.1905514e+08	2.5718624e+08	4.0804729e+08	4.6610223e+08	2.5509329e+08	1.7410335e+08	3.4236801e+08	7.9333798e+08	1.1724467e+08	3.3351674e+08	1.2349874e+08	3117149.4	1.2218993e+08	2.6486794e+08	2.7468356e+08	1.7865062e+08	1.8082915e+08	78103702	4.4542162e+08	3.52508e+08	1.6292353e+08	1.232602e+08	1.5084989e+08	5.6498835e+08	1.4312456e+08	2.2179852e+08	7.0602493e+08	1.8695126e+08	3.1227286e+08	1.6291874e+08	2.7397513e+08	1.2908348e+08	4.2873403e+08	2.3438085e+08	77118794	2.75745e+08	3.3571986e+08	1.3067197e+08	2.1158541e+08	1.3149856e+08	3.9751902e+08	65007455	1.9571484e+08	53996630	43425484	14874144	1.0415608e+09	1.6714696e+08	38916171	1.3168083e+08	88606196	2.269237e+08	18694160	45324033	51656326	2.0238912e+08	4.5670581e+08	1.8425816e+08	97134915	1.2584632e+08
Proline	5.5217961e+09	7.5967335e+09	5.3008754e+09	4.9162496e+09	4.4530381e+09	6.1549595e+09	3.8192752e+09	4.3735505e+09	5.6293117e+09	4.6758311e+09	1.0606666e+10	4.6372028e+09	4.5498892e+09	6.8517176e+09	5.7446275e+09	4.5120829e+09	5.0918404e+09	4.6275933e+09	3.4825582e+09	4.3738708e+09	4.4216596e+09	4.3148711e+09	4.4825672e+09	5.683692e+09	5.2905922e+09	4.7791031e+09	3.0250809e+09	2.9334306e+09	3.3793455e+09	4.6739035e+09	4.3705129e+09	4.736644e+09	6.2974016e+09	3.5851215e+09	3.3224979e+09	3.8856603e+09	3.6257652e+09	6.506883e+09	4.944857e+09	2.9060914e+09	5.5498357e+09	2.9175192e+09	3.1841208e+09	7.9359471e+09	3.7966971e+09	5.4663755e+09	4.3516611e+09	4.1266817e+09	6.6181412e+09	4.4608508e+09	4.5208283e+09	2.3335186e+09	6.9133324e+09	4.9918051e+09	6.4926761e+09	5.4516983e+09	4.1227265e+09	3.7432381e+09	4.7399566e+09	3.0755155e+09	4.309902e+09	3.6613041e+09	3.221562e+09	7.5180264e+09	6.7699246e+09	6.1099626e+09	5.8443418e+09	3.8781295e+09	4.9725606e+09	4.9151075e+09	6.2904642e+09	3.5001582e+09	3.6636984e+09	2.7769261e+09	5.4646444e+09
propionylcholine	34524931	89924905	99782279	81864023	33551682	32014055	53937506	8.6472738e+08	4.5565595e+08	60309351	23187562	1.6077713e+08	44661824	61680830	40675144	48029168	24161159	63010660	52691302	1.396907e+08	18005536	39858615	1.2097217e+08	3.1123756e+08	2.015159e+08	1.2279696e+08	5.6123302e+08	3.5306156e+08	36375699	2.2167614e+08	1.5514574e+08	2.7311686e+08	3.0421316e+08	1.7774418e+08	4.8552192e+08	1.6402242e+08	1.0577063e+08	3.527036e+08	35459267	1.2454621e+08	21178555	5.4311486e+08	1.8331767e+08	2.1281095e+08	6.3774198e+08	3.676438e+08	1.4796385e+08	3.3656283e+08	1.1763689e+08	59219089	1.4433326e+08	1.2494366e+08	3.0341794e+08	1.3162237e+08	65911388	2.5987681e+08	55288798	1.8798054e+08	7.0661547e+08	23106450	2.0693967e+08	6.0162778e+08	5.1060813e+08	4.4829358e+08	2.1882448e+08	2.0635857e+08	1.6073248e+08	2.8477447e+08	47841070	1.7435525e+08	3.4596783e+08	17149790	88516675	5.0071095e+08	80081278
PS (34:2)	99307.224	1199460.9	2574518.7	8948878.9	1327070.5	1589042.6	6569407.6	14106610	5823643.8	2032920.9	64893.903	13544115	3312649.3	1759523.4	3534695.5	3984947.5	1871978.2	3818091.8	2420404.3	3676224.8	775050.66	6354880.8	2046457.8	13004875	13931525	7788958.9	18729590	16899019	6264589.7	17971821	18709757	6401808.1	31168046	8857881.1	11206014	22997221	17588702	15323641	4356382.3	16915419	7050491.2	6232296.5	20625980	524681.05	14338945	2382730	12488246	5036171	4613638.2	15857102	2212259.4	17964617	31970898	14036023	8869140.6	10373783	15628346	6909897.9	20360189	9980069.5	31186250	7412909.5	13274441	42659364	49174253	15392837	9423801.1	43273680	6273491.9	27111550	16107661	5965775.3	8846057.4	25729571	12524682
PS (36:1)	9332290.3	1.0437325e+08	6.0290111e+08	1.1833978e+09	1.9315592e+08	63643218	7.8181647e+08	6.3768145e+09	1.182527e+09	1.848147e+08	9599588.1	2.9126875e+09	9.1930595e+08	98152740	1.1253093e+08	5.7292428e+08	34373470	7.6236389e+08	3.5236505e+08	3.3084529e+08	9481769.8	5.0756976e+08	13015251	2.774329e+09	2.3895037e+09	3.9422393e+08	1.9456529e+09	3.8651986e+09	2.9925268e+08	4.3148994e+09	3.5446231e+09	1.6889511e+08	4.2595124e+09	7.8191469e+08	2.7517242e+09	6.9914764e+09	4.1237933e+09	3.1759705e+09	93591320	2.4101406e+09	3.8171563e+08	2.3056526e+09	2.9056205e+09	13378723	4.1443352e+09	2.9739401e+08	4.5117162e+09	1.0840742e+09	5.2160567e+08	3.0915089e+09	32915226	1.5829555e+09	2.9496831e+09	3.9563692e+09	8.428815e+08	1.9830156e+09	4.2003054e+09	9.4415883e+08	3.5306339e+09	1.7896834e+09	2.3888018e+09	2.4961004e+08	4.4395291e+09	3.0465209e+09	5.058491e+09	2.3775661e+09	9.2632838e+08	1.7633563e+09	7.2652119e+08	2.7742764e+09	1.9683753e+09	2.6963233e+08	6.1176105e+08	4.1892408e+09	1.2472084e+09
PS (36:4)	113501.19	756225.06	4567806.2	11397007	2232391.1	2824325.2	8155785.6	7467592.5	5377052	2564029.8	370845.77	9583724.8	7309666.6	2130725	3922139	5335197.7	3101756.8	14950814	5742992.5	7535528.7	2386415.6	10031448	7568084.4	4977779.2	6278721.3	7282747.1	10792725	7253076.3	13230549	6718622.5	5008725.9	13169516	7283643.9	52366432	10433536	8778632.9	8414659	4485821.8	17897600	16428284	9221271	20035475	7124021.4	4141463.4	7374162.9	9076826.5	7155366.5	11437222	8523326.4	5733414.6	2985142.8	16434172	6912005.8	4163184.4	7619635.7	5555804.3	6528890.7	4066966	16682691	5079976.3	5682974.6	49734102	3120612.6	6985155.7	8412753.9	6635233.6	17843263	11483842	3430166.7	4746762.1	4319645.4	17607046	4774331.6	7392424.2	7612300.1
PS (38:3)	47639.85	8965162.7	32799358	81101927	26456828	7093315.1	32434473	2.6522036e+08	61601591	13678849	1812517.2	1.1221775e+08	62512844	8879281.5	19610318	39870697	806475.6	20728510	764522.27	12562851	1321166.3	439727.1	269140.25	2.2559303e+08	1.307732e+08	63908261	2.1785961e+08	2.1178902e+08	34435059	1.8100064e+08	1.6896074e+08	43764.995	2.2583603e+08	55184.292	1.6620403e+08	2.4034784e+08	1.6467077e+08	1.7975292e+08	41939.237	1.0237413e+08	579002.75	467021.2	1.3059148e+08	501649.16	1.658142e+08	240299.98	1.2717003e+08	49173.067	39569790	1.2126476e+08	6873886.5	1.0026021e+08	1.5635533e+08	1.3819035e+08	62952349	95163553	1.247721e+08	52589865	2.0613276e+08	86674432	1.0767406e+08	961741.16	1.3238253e+08	1.6352288e+08	2.3518905e+08	82152315	53358965	2.1411883e+08	37245708	1.4200703e+08	1.5522776e+08	8653785.4	44583521	1.520648e+08	1.8095664e+08
PS (38:5)	4849732.4	8522018	40254922	72364296	25749225	25077902	50287762	56978677	35224897	28515305	5298143	73774235	59263762	19075280	28995297	45488881	35121787	95511967	47679270	64080867	19100822	70267280	59030480	68478024	44406370	54232431	1.2475941e+08	54212502	61829577	41982903	32378983	1.4063094e+08	41256000	3.5347622e+08	74737951	32982263	40384318	42453498	1.2467674e+08	96028555	54205621	2.0491509e+08	54137704	38763451	53879594	78933719	37271769	1.1149181e+08	1.1825188e+08	25554535	32256929	74030533	26933936	18322386	47557573	33957759	31443837	32576559	51262160	28550688	31254076	2.3618532e+08	18477516	22067831	23714773	28769263	82930792	60181651	18947287	20487737	27218466	1.1704947e+08	24166634	27643195	37733168
PS (38:6)	69070.136	1018602.6	3818928.5	7805556.1	2933730.3	3163599.2	5560846	10946113	7564402.6	4222319.9	315322.74	7006239.8	6641485.8	2859838.8	4193337.3	4457791.5	5700644.8	19203666	8552202.3	14326641	5115985.6	10592240	10142859	3551640	7305990.3	6567384.2	8598596.6	2955020.6	26322193	3364754.8	2394403.3	10142927	3680299.3	37460004	14324838	5729806.4	5095985.7	704800.14	16696613	16824680	7730136.6	19137831	10845985	10405727	3811109.6	8898040.2	4623830.8	11462977	12482482	1001920.3	6013318.1	17239480	2396125.1	2055721.6	7974407.1	6253851.8	6410276.2	4850865.2	7696376.2	3762438.6	2940579.7	35304425	799447.38	3413145	131333.24	7229815.1	9885945.6	8807521.4	1421364.9	836200.46	1452773.8	22968370	6000238.7	3249918.8	9459771.1
PS (40:5)	1105003	7951742.9	60426459	1.036456e+08	26845364	16887879	97526109	2.1670021e+08	62904820	30556882	3558159	98193521	85638058	12847586	17637096	53411433	26094772	1.1104297e+08	48660823	63176188	7994841.8	77555503	23261176	1.4153637e+08	1.2957313e+08	71664893	2.6703115e+08	1.8394328e+08	94544264	1.0899246e+08	1.3834572e+08	1.5832931e+08	1.6660102e+08	4.7337458e+08	2.0968339e+08	1.5245462e+08	1.4813503e+08	99388931	63777100	2.1709663e+08	76605219	3.0213175e+08	1.3986327e+08	25226754	1.5838791e+08	68170022	1.4027084e+08	1.015266e+08	1.1657405e+08	1.4653676e+08	17918115	1.6516554e+08	1.0001938e+08	80942982	81683624	69273815	1.3784087e+08	64131146	1.3394221e+08	62421146	95021870	3.1257949e+08	94690046	1.0495411e+08	1.1380563e+08	82924076	1.7183762e+08	2.1207443e+08	31699171	1.1971247e+08	1.1026402e+08	1.2041247e+08	56212232	1.519179e+08	1.2836408e+08
PS (40:6)	2030014.2	10978793	78941838	1.1898877e+08	54657472	26835461	1.1917587e+08	1.8041526e+08	67174057	47337718	4372774.4	1.399578e+08	1.3131079e+08	14682478	33739980	69031020	56638133	2.7492039e+08	1.3705362e+08	89948118	14456526	1.3835122e+08	45545939	86240768	92608235	68211995	1.7764531e+08	1.4507407e+08	1.5750643e+08	1.2192735e+08	1.2593017e+08	1.8566614e+08	1.4703443e+08	5.5218252e+08	2.3081028e+08	1.1510513e+08	1.4825262e+08	86764120	1.4461113e+08	3.5552733e+08	88961626	7.0233742e+08	1.486936e+08	58047578	1.4375085e+08	89208705	1.3481095e+08	1.5534726e+08	1.9374772e+08	74194174	17538025	1.2026101e+08	64107313	50631444	98199921	88887192	1.0746197e+08	54071967	1.319154e+08	53262441	1.0022704e+08	4.0682861e+08	86875939	81101892	56617790	88983405	1.2108273e+08	2.4029772e+08	32389818	97905365	74159615	2.0365448e+08	51739744	99615516	1.1745418e+08
PS (40:7)	169144.54	1196409.2	9336752.5	14368962	8535336.5	6734834.4	8583776	5828155.2	7512176.7	8628313.3	864645.15	12838220	12585202	3211468.8	7165512.6	9429905.3	14075645	25868026	16275481	13230549	6192877.1	17712260	15544895	8551876.6	3824992	9726058.9	15468843	8657179.5	17226230	6653972	6321606.5	16843554	7634370.7	66961468	10783977	5792854	9086042.5	4111115.7	25237057	27692537	12171443	52232229	11161575	16330854	9143572.4	17582812	7434956.2	20251195	27453215	3883525.1	6788769.6	13230549	2298116.8	2918392.8	11145143	9928292.3	4543170	7112725.9	9575875.6	5490236.8	6087131.3	47999499	1957751.3	4517612.6	2488858.4	5244171.3	12416332	10823114	3872006.6	4083661.9	4520423.7	30178917	4827345.8	3685748.1	8859573.1
Pyroglutamate	1.1699117e+08	2.853038e+09	26942519	17158493	13377535	63861700	22306886	18767680	14103782	21701769	5.1173715e+09	20181249	13230549	24391859	35659276	21541603	22677690	55420507	11359610	481602.82	52171605	10581311	16017350	28486789	23216863	9783504.3	48580902	12045921	11013224	19923100	20269654	16829186	13855055	13317333	14310026	20775885	29578533	34995797	17110583	13230549	28862375	12078792	16639316	40213556	17013739	14907569	32096466	35471797	34195996	27562492	83112772	7544578.3	35652139	40629562	26311012	34063844	14867056	9533431	25447417	70840375	21975895	5185484.9	13069478	19932114	25729162	24259350	12841879	8419643.9	24242085	31327128	30355960	7708998.3	11777587	13949838	22195548
Pyruvate	47291199	39777313	37849282	8701965.4	20698449	15149322	25836002	28951461	13230549	26824667	44594385	21999446	43239204	45597264	45205032	46204815	24863429	14722325	16231784	47366078	65961298	65359694	82708497	57818861	19827536	35142131	30447327	11768805	29535143	24408900	24010971	32975144	15285092	24185390	15722559	16383617	24537525	31881611	79362923	20131036	42416761	10044843	8222445	60536884	11062246	40234152	1919046.6	28227029	16700256	20677990	39397934	29339981	59596635	45285822	28666940	1.1569888e+08	17847197	46994304	30536355	7659349.8	26132471	20313687	21795426	46429954	35253307	11286546	19337341	12329735	40567118	52679808	21390429	28945657	52327181	29505543	39639387
Quinolinate	1520162.9	490672.41	620618.51	700964.05	699865.97	1729090.9	1150634.9	594890.12	406202.32	569903.53	467213.08	625642.23	484200.23	164803.01	233779.02	355288.79	2948.779	445261.56	504448.69	81091.352	1443045.7	340999.43	21531.126	633495.33	1664198.8	197744.36	464619.22	1194951.7	729019.02	872161.32	1016158.1	5077900	2530427	951499.81	1014047.7	530694.31	1079307	2339434.4	136392.24	402439.48	3124968.3	639122.48	1586463	848595.69	1235331.8	872001.57	1749477.4	2422612.4	2628992.6	8630183.5	5137.8059	534996.4	4297437.3	2531655	2980184.8	945439.67	3125571.7	258093.14	945889.09	497098.26	2370099.8	9884.3256	818150.34	2789612.4	2273425.3	1097923.4	966328.49	22929676	1400206.9	6893178.4	8043439.7	1938784.3	200963.99	2882627.6	1823063.6
Ribose	1007260.1	496785.58	857251.9	599185.03	355829.17	839713.46	415758.85	1662975.3	3299279.2	969139.06	657623.58	1604700.3	500675.9	675943.88	1122357.4	824352.09	1001235.4	1051448.3	645039.85	1591690.9	395112.66	1064729.6	2547393.9	648776.97	1651403.9	1522714.6	1234962.5	3079181.7	909517.36	1310759.7	2140755.9	4035122	1295456	656925.17	2647511.9	2686675.1	1383425.9	2403491.1	1109456.7	1279445.3	624158.5	1791740.3	4543761.8	1498160.1	1290424.3	1309383.8	1564209.8	1965044.4	1075410.3	730927.26	2249130.9	903935.24	738445.17	1626417	2217587.4	799192.39	820447.54	1840860.1	1664318.4	323950.03	1236432.4	3572275.8	2412854.7	1223473.3	2429689.3	6846716.6	1806696.1	783037.4	623134.47	2057724.5	1320896.7	1195659.2	937614.96	1112825.3	889371.8
Ribulose/Ribose/Xylulose 5-phosphate	19257993	13230549	7482370.6	10716011	6464617.3	4427123.5	8293973.9	3361929.2	348017.48	3372945.7	5318632.9	2671252.7	4487500.7	1525058	6362124	7545143.1	6427594.4	2490413.9	2944778.9	903888.46	1310279.1	2837969.4	3239981.8	2964847	1706400.6	499180.82	2011314.1	1168360.9	316190.99	1584684.6	2227648.8	1517716.8	465283.58	1682733.6	1295749.8	790046.61	3534542.3	1200367.7	3663534.7	3247359.6	1814043.4	1072326.7	2003580	3670228.8	3602403.9	2819420.9	881875.42	3361533	2011202.1	975792.37	350250.89	1094223.6	1557692.7	1227760.3	1716163.9	2410480.4	3383260.1	1179696.8	1871676.9	9125752.1	3832946.5	633868.32	1696177.1	1337175.4	2666051.1	4576713.2	691538.16	3645083.9	3882173.6	3000616.3	3178397.6	854646.65	2760926.1	7868809.7	3491674.1
Saccharate	684372.08	795763.97	1162681.5	298888.03	431584.92	1319163.9	232613.66	2365074.4	2873262.5	517744.23	1374736.7	1057742.1	732416.97	1307334.7	1520292.8	1463658.2	471694.86	868645.43	1147667.1	1021585.4	1549762.1	1012053.9	1206570	801315.14	1948536.1	1157069.6	1594247.3	1738488.3	388245.11	2058472.9	1075858.4	574998.75	1280471.3	617266	1648623.4	1991276.6	1050292.7	2118044.2	599859.95	560171.38	983280.01	908902.27	1995605.4	623047.44	2366967.8	1100482.8	3332474.1	835960.6	532527.53	729893.44	5849929.4	507990.34	1071978.5	2252057	2805758.2	961566.37	766588.68	2626153.8	1456227.3	312579.19	702300.42	1265923	2253592.3	2340008.9	1889165.3	827791.59	1919411.4	977099.08	747273.94	1057044.7	784661.83	1969360.6	1550260.4	1504873.1	152143.37
S-Adenosylhomocysteine	7164557.1	3996919.8	7485653.5	4831081.3	6614679.4	4439220.9	5207568.3	7378939	9177174	9513220.7	3910547.3	9443279.4	8473756.3	6455477.8	9495086.3	8588450.8	8171451	7377514.9	9176201.1	5302075.6	2931331.6	6831962.3	13230549	7832107.2	7620997.6	7022043.1	5407610.2	5082318.6	7522809	7971547.4	5845711.2	4515456.1	6236988.8	7325907.6	6000409	6369599	6766718.7	8626248.2	7416518.5	5000655	10778191	5624013.3	5402481.6	8385548.1	5325772.9	8968318.2	4812461.8	7885162.3	6362337.6	4810271.2	9379782.2	4001568.5	6571716.4	5589116.3	7451638.7	8779693.7	5192515.9	7098874.6	4688061.9	5526144.1	4221672.8	6861583.3	2545306	4640515.3	5056937	5156374.5	5628142.9	5036382.1	3768919.5	6722308	6161411.6	9148430.2	6621321.6	5482361.1	13230549
S-Adenosylmethionine	69857517	66756334	69478864	69735491	75475401	69568920	32174225	48379683	64631300	80188925	53667730	59945057	1.3423491e+08	98890017	55108059	92551424	57730332	42641196	1.4270542e+08	42155840	67333596	54719939	33242758	56741866	39824259	40672271	34385507	62947917	26581953	44434777	46840912	20939342	58943144	41989123	51588682	25617653	49967939	30196766	27358178	22790151	61927377	47693923	45750819	53901520	37859711	59856252	1.1183247e+08	1.1639933e+08	40014366	41597402	79130014	53530586	44365741	51568903	29142136	53817639	98455184	1.5063246e+08	29787338	63312119	77513078	31851709	77586010	45264816	33104854	27313988	74518414	75752010	86745780	60156404	26207874	90831783	1.3385558e+08	98757966	29479847
SAICA	182214.91	674436.79	660098.16	769025.67	595271.77	1040456.8	362151.83	2936810	7404409.2	301546.75	46375.125	1855120.7	514287.68	1261653.3	745710.97	1412622.6	503932.74	945159.9	793978.52	3116177.2	483577.25	670349.44	211701.3	1190025.9	1083148	818646.43	714296.56	3530615.6	4445918.8	2909499.3	16708002	1321533.2	5422930.3	3665973.8	13026198	2116418.3	5159543	4013523.7	1772963.4	2864562.9	2823807.4	1206921.9	2749765	162141.68	9343661.6	445042.49	2317506.1	3761584.6	2986167.1	1204456	4209720.2	394053.07	1517089.7	6950844.4	2677650.1	4244654.5	1682702.5	6015377.3	4790613.3	374483.84	4625710.3	9024416.7	13542216	6652098.3	3100013.4	7795768.3	16991.719	5484545.4	12000.811	207046.86	3587814.5	4539650.2	4043354.3	989209.44	269839.09
Salicylamide	1994525.8	917970.23	2512165.2	2282636.8	3279918.1	5156978.3	1746413.7	2507073.4	2522027.4	3344078.3	1814898.8	2383065.2	1600569.4	1820849.6	3910426	2452018.8	3740377	3072048.4	3916041.5	4285449.2	4508109.7	5085329.5	14132390	1119660.5	2904661	3160605.1	4049021.6	2489575.5	4592083.4	1628161.6	2358701.6	8730452	1522992.1	11581423	2069853	2091982.1	3302751.9	2526043.7	6753608.9	3551203.4	2497909.2	5055310.6	1706278.2	33687620	1459883.4	5772650.9	1932890.3	2501200.3	3310348.3	1042180.9	3748970.9	1678359.5	2333277.6	1536406.6	3945594.7	1163398.1	777592.95	1108213	1926297	630674.85	999764.39	23922474	712181.56	1315791.6	900267.24	1131254.4	3324735.5	1701664.7	1140856.9	727693.53	2767850.8	8236151.5	1068646.7	528918.07	1403008.3
Sebacate	4015491.8	2315146	451594.23	934646.49	508099.06	2549675.5	691051.29	588001.39	389715.48	381276.54	1471991	671298.69	615767.39	417567.4	584546.27	388315.63	413685.56	600504.14	404365.08	956310.72	920499.98	748803.42	691416.15	552651.21	1500027.1	650244.09	1023368.2	716332.6	646714.81	1219477	663280.73	711362.78	1097610.4	906025.44	1005908.5	59535.517	759337.91	672290.04	684192.69	1016582.3	410490.45	254633.19	942563.11	572899.28	476268.49	320830.32	762495.23	711860.46	512443.64	795138.93	782918.89	3094610.9	466444.09	3350480.8	563991.38	513054.65	683381.17	806595	426313.7	958827.43	792629.37	78110.677	1098887.5	553311.83	918344.95	528696.67	1024952.9	639884.68	478926.19	969639.42	2475270.8	34053.813	613447.73	803127.25	741895.82
Sedoheptulose	76924.616	45310.996	143340.35	134713.7	18383.448	98689.823	59823.69	322755.42	270254.17	125040.97	103668.56	330686.98	143567.88	85945.535	123978.82	88661.308	99694.768	123139.28	75919.75	144029.31	29386.768	39966.36	105678.53	115575.93	222871.1	53405.802	141049.36	135782.43	37203.957	312109.84	165325.71	46514.154	129880.3	92736.862	225350.82	583262.56	272721.69	276193.23	44266.657	66790.348	66118.885	433462.05	137185.16	104175.18	133633.4	49090.209	58049.873	70891.219	89789.793	109429.87	124730.3	171956.74	70239.394	379291.65	121370.34	160851.42	246282.45	99096.298	210260.35	19814.41	216856.4	11508.811	226276.1	377984.27	355701.36	218871.86	72534.307	213747.91	30426.864	89011.656	218371.27	92089.609	145980.49	96903.298	264833.63
Sedoheptulose 7-phosphate	28264965	38442289	37978843	19778658	67254639	17414166	15320581	10493609	1967018.4	21915516	8340084.6	2910006.1	29878487	21835492	32224624	20182142	21659844	13076537	22406606	3657268.9	3315651.6	6382889.1	5553395.4	5006764.8	4660100.2	7014836	5305528	1393021.9	2295434.3	2337984.6	6711542.8	3730959.1	808797.38	2924049.9	2961035.9	2758074.9	6477068	1175383.9	6777252.7	3501106.2	10753998	3780347.2	2756009.5	1.1081656e+08	4163110.5	7749226.4	4017511.6	2193128.3	5767194.4	11674700	3035366.8	3670930.4	1865991.4	2972370.3	6717274	5833188.3	4360346.7	3889565.6	9023639.2	3987356.1	5212276.8	3241115.8	7911202	3428835.3	8612489.1	3231004	3542312.2	7480830.1	4599202.3	6999510.6	5758389.3	3787697.8	8938534.7	10454348	4869911.1
Ser-Arg	72882165	4376789.6	2920991.9	6356065	10913005	20901627	37683553	8920596.2	15155018	5621838.8	2223941	13399796	4728180.9	12061575	8600592.4	10588199	8314046.7	3929255	6151384.7	10554061	4542811.7	5836625.7	5108850.5	5566172.4	12666720	20543864	6502208.5	17745721	1802179.8	8899704	13230549	11552332	12125939	6635703.6	13733582	7027284.8	6497911.6	6688061.7	5836143.7	4294913.9	4916849.4	20140024	18169399	3998332.7	15434906	13230549	15431974	7070797	8774106.5	24516593	3450812.3	3784465.5	5864967.6	5631711.6	10989539	4967766.9	12192412	7676840.8	2294158.9	8564833.4	7459920.8	17472136	7749726	7188410.7	6892555.3	4551174.1	5473457.4	3122288.4	12858163	11457234	5261444.2	4614094.4	6477021.9	21059192	35469202
Serine	1.2200124e+08	3.5857874e+08	95743416	71471706	69753317	1.0403656e+08	57446120	1.0384037e+08	74904941	74135329	5.8176315e+08	86572571	1.1957331e+08	63931073	94252753	1.105156e+08	51795869	91462190	86328636	79458531	42752928	1.1202428e+08	90337613	1.6505671e+08	80312218	85299632	70425870	1.0941811e+08	29197732	81215098	69593801	68646046	1.1121782e+08	73292239	88353739	85003158	90359500	94594063	74635727	43576688	68168080	92043218	68802875	1.3141845e+08	1.024483e+08	66595326	49033339	81499432	75812819	92967482	65505692	46956153	1.109959e+08	1.0426027e+08	68534519	1.3783428e+08	82062364	1.0240082e+08	52471026	1.0279436e+08	57617927	63787078	78916759	68028263	1.4941613e+08	1.1643775e+08	70991082	48506614	1.1867988e+08	72884464	57844317	57018268	53690999	99215868	58813561
SM (32:1)	1.7283431e+08	1.3384733e+08	2.938296e+08	4.43449e+08	3.254826e+08	2.8187585e+08	4.1263869e+08	8.8565998e+08	4.4977583e+08	2.1393399e+08	55615670	6.1737528e+08	3.314615e+08	2.4863348e+08	2.6828538e+08	2.9464146e+08	1.426355e+08	3.3131155e+08	1.8235215e+08	4.6705106e+08	56679220	2.9364173e+08	1.0804204e+08	4.5294303e+08	3.7123198e+08	2.3379416e+08	5.3358059e+08	4.076244e+08	1.9954069e+08	5.8917609e+08	4.4239445e+08	3.4130977e+08	4.557564e+08	4.984885e+08	3.8973557e+08	6.327339e+08	4.0492258e+08	4.5189432e+08	2.9088974e+08	3.3224616e+08	2.3311098e+08	6.9232949e+08	5.7205296e+08	51965290	7.2060747e+08	2.4665856e+08	5.6334141e+08	5.5205162e+08	3.7430168e+08	1.7441509e+08	84258221	3.223109e+08	2.8133614e+08	3.8247012e+08	2.3083374e+08	3.0028525e+08	3.2325945e+08	2.2988377e+08	3.2991197e+08	1.4899006e+08	2.4825517e+08	6.4279062e+08	5.4070335e+08	3.6956768e+08	3.195325e+08	2.6613445e+08	1.7486571e+08	3.1938113e+08	1.2318112e+08	2.0652964e+08	3.0024353e+08	3.1736187e+08	2.7922937e+08	3.0405979e+08	2.2060852e+08
SM (34:1)	2.5376069e+08	4.1403385e+08	1.4354719e+09	2.1140061e+09	7.5398392e+08	6.5903639e+08	1.9132697e+09	7.7542595e+09	2.4067158e+09	8.8987245e+08	1.1076732e+08	3.7244185e+09	1.6855195e+09	5.8877178e+08	8.0702423e+08	1.4754344e+09	3.1751784e+08	1.6591497e+09	1.506793e+09	1.529576e+09	83157576	1.5508585e+09	3.1239335e+08	3.3467153e+09	3.4665564e+09	1.3809158e+09	3.8752745e+09	4.2374222e+09	1.3193606e+09	4.6007118e+09	3.9034755e+09	1.1315376e+09	6.2977368e+09	2.2731637e+09	4.1223375e+09	8.9930591e+09	5.6246568e+09	3.2701669e+09	8.6023536e+08	3.6819911e+09	1.1715592e+09	4.6188871e+09	5.4578904e+09	2.3412463e+08	5.6761371e+09	1.338786e+09	6.501221e+09	2.8194089e+09	1.1806357e+09	3.1499612e+09	4.0667552e+08	2.8978512e+09	3.5552521e+09	4.6260774e+09	2.406187e+09	2.3823281e+09	4.2056208e+09	2.4733616e+09	3.9264407e+09	2.0125309e+09	3.6248749e+09	3.4999134e+09	6.8419008e+09	3.1037777e+09	5.0769776e+09	3.0155848e+09	1.8535685e+09	3.3656526e+09	1.4383703e+09	2.9480867e+09	3.7331811e+09	1.3956894e+09	2.3706388e+09	5.1384471e+09	2.7079782e+09
SM (36:1)	118212.79	915166.94	10437000	13741591	1118518.6	98654.032	13230549	76177544	21715145	2094800.1	77248.048	41938470	10250978	431987.93	491960.24	11445086	85091.046	11812572	7461564.6	10829265	63412.102	8621303.3	124262.01	30592411	31052689	6819571.9	36366764	50771108	6966410.8	34986463	37840852	5467871	52742151	25975164	33251626	92450940	72086513	19315702	3919972.4	69982810	7671050.8	83981318	75422628	2809532.2	68718199	6776734.8	84028457	32015669	6395326.8	22603755	2697382.9	35550935	30365687	41843828	16905574	17873797	44901221	19886777	20632830	21548896	33200360	66594818	75841750	20802330	26829685	11384116	14706478	42801822	7163772.8	8184360.9	21581182	9103290.9	17329858	48282869	17660373
