metabolite	PMN_74	PMN_75	PMN_76	PMN_77	PMN_78	PMN_79	PMN_80	PMN_81	PMN_82	PMN_83	PMN_84	PMN_85	PMN_86	PMN_87	PMN_88	PMN_89	PMN_90	PMN_91	PMN_92	PMN_02	PMN_03	PMN_04	PMN_05	PMN_06	PMN_07	PMN_08	PMN_10	PMN_12	PMN_13	PMN_14	PMN_15	PMN_16	PMN_19	PMN_21	PMN_22	PMN_25	PMN_27	PMN_28	PMN_29	PMN_32	PMN_34	PMN_35	PMN_36	PMN_38	PMN_40	PMN_41	PMN_42	PMN_43	PMN_46	PMN_48	PMN_49	PMN_50	PMN_51	PMN_52	PMN_53	PMN_54	PMN_55	PMN_56	PMN_57	PMN_58	PMN_59	PMN_60	PMN_61	PMN_62	PMN_63	PMN_64	PMN_65	PMN_66	PMN_67	PMN_68	PMN_69	PMN_70	PMN_71	PMN_72	PMN_73
Ergothioneine	8.0558173e+08	5.2268851e+08	4.6820916e+08	2.0672733e+09	6.4938739e+08	1.2005271e+09	4.8543755e+08	1.3541957e+10	5.4678714e+09	1.7322899e+09	1.0027054e+09	2.8445185e+09	2.8421161e+09	1.0513778e+09	5.1521849e+08	1.6951471e+09	3.5896579e+08	3.386823e+09	3.8977128e+09	7.7367158e+08	3.8068848e+08	9.9646538e+08	2.9234942e+08	5.0347252e+08	4.030318e+09	2.2512777e+09	1.9132944e+09	5.7535958e+09	1.0508535e+09	5.6804511e+09	1.0740859e+10	68719727	7.5391958e+09	1.0553561e+09	4.6183792e+09	1.9400501e+10	3.8696572e+09	4.0135237e+09	6.332012e+08	7.2236804e+09	7.7654703e+08	3.3190353e+09	8.7075891e+09	4.7629118e+08	6.2291077e+08	4.74067e+08	1.76487e+09	6.3353004e+09	4.162536e+09	2.8103974e+09	5.6530528e+09	4.0366412e+09	4.9305415e+09	2.5141352e+09	6.9000984e+08	6.5835458e+08	9.8558292e+08	8.6471049e+08	1.6767147e+09	1.9122579e+09	6.4516486e+09	9.0244167e+08	4.2180671e+09	3.3260491e+09	3.4647209e+09	3.0953786e+09	7.692197e+08	9.3870104e+09	4.7030204e+09	1.7435525e+09	1.1019716e+09	3.6317202e+08	2.0763171e+09	3.7858633e+09	4.0911088e+08
Erythrose 4-phosphate	1057629.7	5941770.8	746107.57	913376.83	372557.41	575162.32	927673.6	589100.05	50723.429	98251.224	1822842.4	420414.83	406444.04	579238.36	1116049.3	1445190.6	240238.38	222171.94	539834.27	2670732.1	3122895.1	2593805.9	937873.64	2161038.2	629726.86	1024243.6	1176695.6	265304.46	2145040.7	1315165.1	736085.86	900266.17	237873.13	2013084.4	237659.73	50645.529	1463839.2	1748151	1243746	181874.03	413317.58	61189.244	8773.5208	5820.034	1006884.8	1003470.2	288176.67	373391.47	805848.07	34035.269	184704.04	5519.7791	66481.221	82059.088	5914.6809	4975.0461	295945.61	55504.429	6878.3135	965230.92	114990.88	13289.4	12750.016	52870.932	10472.865	220979.37	6593.6583	6057.4262	4656.93	6258.437	114941.88	5793.7629	6276.1153	164625.77	4999.1252
Fructose 6-phosphate	80517014	1.6051009e+08	1.2120683e+08	66182506	1.2237639e+08	61365552	55769425	43769304	16305461	58696138	62378031	23754611	72028460	91594963	1.2658773e+08	1.0310033e+08	72257141	43873780	68681533	42294493	94779196	41679463	42906540	35003955	23499631	29604750	25743927	13230549	23033667	16983231	22028282	19535673	8602776.6	18501483	14789041	12933937	39142926	16363483	34817738	24494893	37197496	16483050	14806076	79158353	30119682	33896141	16792811	21817164	28601449	14524281	32247064	18136537	14827117	20900197	24450605	33239936	21513791	23207349	29288877	38363922	28923007	19680376	24816199	17744926	35429091	29341605	19584599	22868137	27982633	38256826	28498705	25197382	34710813	54392109	24002742
FA (20:2)	15524541	7188342.9	4245734.4	14228201	9288339.9	21113670	8497365.5	16524488	5271969	21391625	22854137	5224673	14769104	12190614	9862075.8	2979446.4	11702902	11069584	27560784	6640142.7	31731813	3166218.9	13185360	5231769.7	9684337.8	10270596	5521988.2	10569655	8836358.9	9674839	6559416.2	8219887.3	15289203	12366559	14727308	10478496	3729872.3	8899599.6	8236623.8	10797867	11001261	12199099	18549365	9684582.6	9622970.3	9664672.4	2442466	11889825	15768569	14460347	26884191	8339211.4	25868803	13715810	9617643.5	5285766.1	5371335.5	5431318	10105146	8038698	8984563.4	13210788	6892168.5	23347292	7230568	4392096.9	5880049.8	9220015.5	18191605	7587623.3	11728731	7965807.9	11312720	6444866.8	16185668
Fructose 1,6-bisphosphate	5542974.8	19626702	4336392.8	5102291.8	5299971.9	3838157.9	7271184.2	4658795.4	2456089.2	4721628	10980661	5668448.8	4889838.4	11112930	9804244.5	9221779.7	8425154.9	4133325.2	5919353.1	7545815.6	15537983	7078573	11665791	7998179	3031174.5	5955968	3780465.6	5122440.7	6004847.8	4445620.8	5725754.9	6346626.3	3148817.9	3638294.6	3396943.4	4557893.8	14561029	5140176.9	10548142	3983578.3	4871672	3553641.3	6327864.6	1.117942e+08	11572638	6289874.5	4898954.7	3619701.6	3790440.6	2288987.4	13271177	2685641.8	3749195.1	6201611.4	3119603.5	5675564	4897153.6	4788303	5525841.9	21955118	7469488.7	2548539.2	5193970.2	6102178	9678665	15081652	5493821.1	4404272.4	7527592	5713985.5	5574461.8	4063618.4	3719739.5	8419689.1	3984318.7
Fucose 1-phosphate	10720452	4278738.9	4680214.1	4453490.6	11729092	26334019	9190800.7	2053792	3892396.4	22757937	16540684	5607499	15087644	17760592	7445656	6846173.8	16799411	10358749	16248922	1104991.1	4993446.4	1169241.9	4753206.2	619128.38	4907849.1	330676.85	2076704.2	192476.31	1560006.6	3254284.3	2178231.6	306078.65	1076547.7	646087.66	498570.44	2765351.4	1503182.2	2977418.7	596546.26	1915930.7	1230672	35765.2	657467.45	996001.51	486096.91	2710494.9	2909396.4	3770447	1893130.2	1408369.9	907601.93	5682682.6	4245063.2	5421715.1	405366.51	8046819.5	2285168.2	1178640.8	1711937	551381.12	1264841.5	172997.72	990898.67	2679409.2	2577913.2	2305254.2	1122744.1	514676	1257653.7	990800.94	405619.16	1505731.8	2979617.6	1800042.2	1942814.1
Galacturonate	2021240.6	2539638	1881393.9	3301611.3	1881210.8	3400526.1	1243169.7	1418114.7	2085132.8	1366383.1	3132483	2644958.5	3059033.8	3123783.6	3026202.6	2561965	1193086.6	561397.57	3432525.4	1784706.5	2496387.9	1719940.5	1184382.2	2955736.2	1711696.3	1480203.5	1703861.3	4026798	1399268.9	2017308.7	2674750.2	328722.49	3243615.7	1887684.7	2240960.3	2082334.8	2755013.8	2078347.9	972766.75	1712815.3	2666313.8	3141690.3	2123763.7	8794490.9	2603051.3	1760715.5	6933489.2	4041491.1	2809282	2642805.4	3866263.1	1711136.9	3214190.3	3217834.2	1170905.8	3871377.3	4980819.5	4053848.5	2423671	4516773.5	4436624.6	2004874.8	5909806	4945682.8	2762849.2	2420678.6	4121684.8	5735698.2	7485767.6	2490055.4	2774595.4	9978380.3	4799319.7	8428506.4	602067.33
Gamma-aminobutyrate	25770110	9170072.5	27806299	35876610	21688780	33757480	17427103	51487224	42360036	16354590	9308181.3	48706162	24850364	29301307	17131872	26827156	31754810	25096319	25049281	29686974	9083159.6	26224638	30187313	44031786	3741370.7	27850564	65845341	53407386	71956937	42989614	53468712	25040348	41103805	41118513	27979136	70627390	35386362	3612877.9	23230257	54101583	25078400	81978135	52818770	25502182	56490366	30588424	53300392	37330625	37971817	40060393	31387772	78813472	55500257	55888180	22584826	71288075	60141952	70094506	55126627	29094626	57331672	63390381	1.3708452e+08	78718234	94506439	96564661	53947430	66626676	22802436	40734619	64805545	45485626	54224591	59978918	38237465
Glu-Asp	4457279.9	5970975.6	6817822.5	7194021.5	7813483.4	7992224.4	3349997.4	3037290.2	4557809.1	5330498.3	4177283.5	6175261	8463504.8	6376707.1	5776910.3	7864303.3	4462159.9	3753827.9	8482292.1	9910269.9	61241596	9126667.7	16770736	17755445	4938359	7146751	8850539.4	5132220.2	6193130.1	7643720.3	2910736.9	5370376.6	3563334.3	13230549	8330267.6	3225097.5	2838321.3	4045996.4	4358654.3	1733919.9	3813208	5404588.1	3733253.6	1842996.6	2226504.1	4207519.9	3537573.4	7678666	6243223.5	2015476.8	3.6933054e+08	3504344.1	2512137.3	2863710.8	2609466.6	2784958.8	4008258	3368544.4	2217675.6	3261483.3	3053911.6	1885853.4	1994828.1	2155213.9	2421908.5	1933295.7	3819508.6	2.8313285e+08	2712107.2	4519087.2	1.3172948e+08	1.9637367e+08	11836442	4165538.5	7872035.7
Gluconate	65658942	39274132	43990967	1.1141827e+08	1.4040329e+08	1.2046738e+08	35173686	56118586	56780207	87575235	2.3456751e+08	83052632	1.1273208e+08	1.3508771e+08	1.6833555e+08	1.1863665e+08	2.4033096e+08	1.2591328e+08	1.3499593e+08	44893011	2.3116265e+08	52478509	1.2294884e+08	72231552	91647642	1.5790573e+08	23624719	1.0858649e+08	2.3589145e+08	45445780	1.3986363e+08	1.8241388e+08	1.7129368e+08	52450460	63258944	67061250	1.3787143e+08	1.1275373e+08	64849034	1.0460828e+08	4.6989475e+08	55322855	98209103	1.1225542e+09	1.3041996e+08	1.3115883e+08	2.9478347e+08	89554083	1.5265524e+08	2.1219501e+08	1.3640107e+08	75282804	2.0632663e+08	1.5015943e+08	99260359	3.806244e+08	59733866	1.7766037e+08	72835031	84023682	66786997	40795123	1.2279942e+08	2.0714293e+08	2.169832e+08	94225682	1.2917016e+08	1.7091701e+08	59067524	3.1643693e+08	61398038	1.5129195e+08	2.1459831e+08	1.1686293e+08	30117068
Glucosamine 6-phosphate	584386.82	734749.98	719843.56	634124.84	776214.97	1222829.5	338965.02	980238.32	959502.07	902212.61	617172.25	1047475.5	990894.92	863794.18	1044335.5	941876.57	719766.17	702146.53	1102153.9	391954.49	751674.95	582974.55	915267.2	826555.68	1028928.6	463463.78	656054.61	482368.92	900040.69	605680.87	728402.67	989699.22	1286102.3	1031027.9	1009145.8	555762.28	531080.91	716012.75	978420.56	516609.6	752682.96	574243.94	2323886.1	1763413.6	463061.04	697961.3	771528.44	928762.55	668145.94	768202.47	949109.32	892108.27	651073.95	1210782.1	581462.44	928956.07	1672457	835947.21	935262.82	778834.2	2885072	383500.45	529788.34	912128.2	804918.13	760304.77	697651.27	2294083.7	1365669.5	1026003.2	1629229.1	743664.11	1122964.7	563519.28	920497.21
Glucosamine 6-sulfate	16122605	17338957	21875854	28486744	26017355	44687606	20666780	53127253	40629176	33759116	21302884	40635673	38293088	24479846	27534531	21898266	38555270	27865509	35930031	29896937	18381241	25563542	28281189	33987147	27703542	30868106	36481680	59530667	29044667	37690369	39587877	22143395	39846257	34182032	34929778	40747211	43903645	37591174	24465065	37345142	38955420	49689083	46202013	12964085	41821369	38291336	29835573	38457283	37061679	43738187	43455186	26983401	55852557	48293912	60229672	23323181	44017284	52827274	42727579	30998307	39598880	13230549	53024896	40718032	32663109	48646750	44403086	42994817	26687225	40563029	51656412	33793221	39386776	35976091	52925342
Glucose 6-phosphate	1.2927428e+08	2.3970849e+08	1.3694446e+08	1.0481153e+08	1.2863041e+08	99781269	71687273	89968067	15385228	60622194	70675201	20808704	71955265	71821685	1.4852962e+08	1.1269067e+08	55036692	63709421	78237817	22612198	33461569	39798759	41536803	35526814	28064322	27588858	26660684	13509595	16094326	17638032	36533254	26390217	8712487.7	15830158	16873653	17509189	74281526	13866926	33877644	35319055	43613668	20746872	22285272	1.1953525e+08	49914735	31420147	23919952	21817164	36800845	29574603	20206551	20808689	18928732	26893087	26390157	36542259	41754961	23264964	43840798	41790369	50700343	15942287	43179956	29008849	63743933	48806885	26008940	38065660	24050607	47799887	44111998	22699209	43083373	74535778	16450558
Glucuronolactone	116392.56	194970.01	380907.26	177044.26	212086.46	180421.45	245599.42	624402.35	391245.68	355904.15	68695.159	523236.31	292145.58	196409.92	549134.65	476264.86	303675.05	247941.12	302202.52	634805.16	1580694.3	771935.91	618842.73	752285.25	1080005.7	686923.66	992239.56	1540930.4	256459.43	915442.1	912216	528545.71	614477.79	528816.61	801691.89	605470.95	831477.12	1527068.9	554332.87	938638.06	1029990.5	982152.78	863296.96	770472.13	1042849.2	510130.92	1033474.5	830777.43	407383.51	1084207.7	543875.88	505381.32	798690.95	926203.26	383717.36	1125257.9	341294.98	970841.42	521568.45	311691.27	644357.92	1214945	677630.04	318801.81	1021948.4	671659.89	456260.95	541267.78	458911.16	874287.83	491854.52	426315.12	435582.8	1861143.1	425583.51
Glu-Gln	51666805	47406804	17106158	10155728	7899579.1	9704711.3	48078375	6588238.8	8732284.5	13560149	50995172	12708554	8768235.1	14509867	14240363	18182387	18640323	10706844	6092582.2	3841951.6	13230549	23513216	11533327	10283094	8122863.5	14732117	379984.34	19571620	2535980.3	7111681	7954544	15061462	394026.41	9412747.2	4611461	7203998.1	7858821.2	7798912.1	8930950.5	6027452.8	7750058	5984212.6	455090.99	3725646.8	6539177.4	9290385.5	3124117.8	7661922.2	12194859	11932720	11356891	5688013.1	376621.56	7646918.8	12960925	9196304.3	4907361.2	8414285.8	6522169.3	4713663.9	4168750.6	689334	3306777.7	14926946	23373542	14411400	11840684	7465203.6	12160690	8291861.4	11286925	8224587	9302981.6	12094293	65303854
Glu-Glu	2999467.9	520556.36	308251.94	411600.91	222107.5	205536.4	1929147.7	453599.78	324684.39	313584.68	593064.21	711488.05	354686.09	614375.67	331581.48	278128.19	639311.05	163007.37	209065.73	301339.77	1165676.2	535471.56	171588.04	790960.28	519371.24	438399.89	291004.18	608611.6	339255.83	507773.17	548435.79	182835	532064.77	309802.97	398899.07	453869.4	444951.97	363155.93	462401.33	387692.28	301481.03	489784.64	560328.03	149673.42	838658.06	321555.8	825063.95	353174.18	569502.2	489558.9	1001149.5	433065.67	756410.95	896964.06	701248.92	707217.89	779804.36	572295.95	605149.17	689931.54	1607656.3	311880.32	736319.56	613715.95	1925128.7	1064827.6	350699.23	889659.59	927605.87	868479.2	796305.26	1061830	597115.98	1784132.6	1817055.1
Glu-Pro	8644573.8	2216863.6	2573583.8	4080551.1	1783298.9	4710883.4	4867060.9	7225557.6	6799963.3	3609463.3	1669321.5	4606236.3	3563933.1	4172230.8	5094678.4	3910303.9	3737928	4466603.6	3822424.1	4907921.1	1358533.1	5283317.4	7130954.8	8288208.5	6340927.1	4620686.1	15006899	6514563.8	5136212.3	5714339.8	6002429.8	8581052.6	6244475.1	7558521.4	4599170.3	4684258.1	5423531	5053623.5	5406962.5	4876686.7	6840182.7	9565250	8176018.3	2828623.4	6637201.8	4920661.6	4721565.7	8023910.3	5392751.8	6961900.5	6482691.3	4594547.3	10057523	7379933.3	6503572.4	7160265.3	6580374.1	7663213.5	7193418.5	12247289	6343184.2	3992196	5299826	13230549	8314256.1	6349708.3	6115552.7	8217438.5	11467032	10160635	8081224.2	7904039.4	5165012.5	7780437.5	6420936.9
Glutamate	2.4674679e+09	1.9562188e+09	2.4318858e+09	1.9725835e+09	1.9164884e+09	3.2240539e+09	1.6695381e+09	3.6114211e+09	2.6134661e+09	2.7748193e+09	2.7491217e+09	2.2066796e+09	2.5165206e+09	2.4020704e+09	2.3848126e+09	2.4691699e+09	3.0280671e+09	2.3675752e+09	2.6074299e+09	1.991508e+09	3.0262296e+09	2.1409568e+09	2.3220416e+09	3.4450457e+09	2.8499959e+09	2.1438634e+09	2.0786882e+09	2.5972785e+09	2.1123985e+09	3.3079247e+09	2.8443322e+09	2.0182514e+09	2.8343092e+09	2.9583062e+09	2.4800257e+09	3.2603568e+09	2.6569006e+09	3.5474292e+09	2.8096507e+09	2.1411176e+09	2.8511129e+09	3.2280667e+09	4.2343419e+09	2.2047114e+09	3.7596949e+09	3.2000448e+09	3.4416469e+09	2.6798324e+09	3.4638748e+09	3.2031441e+09	3.6067823e+09	2.7191073e+09	3.8940801e+09	4.3887161e+09	3.1343194e+09	3.4270204e+09	2.7361876e+09	3.3214223e+09	3.1844334e+09	2.16212e+09	3.8206618e+09	2.1664862e+09	3.075862e+09	3.4284155e+09	4.3115684e+09	3.7124689e+09	2.9203246e+09	2.7721166e+09	2.8092254e+09	3.4306702e+09	4.019273e+09	3.5902543e+09	3.3268158e+09	2.5510049e+09	3.1146729e+09
Glutamine	5.2226809e+09	6.8812174e+09	5.8512962e+09	4.9308497e+09	3.0347014e+09	5.9673316e+09	3.3550386e+09	8.2189064e+09	6.6197228e+09	3.7285867e+09	7.6814265e+09	5.9781007e+09	5.0158911e+09	4.3679047e+09	5.4918675e+09	5.9655074e+09	4.3189416e+09	5.3365538e+09	5.1819239e+09	5.0574158e+09	3.3244419e+09	4.9242751e+09	4.6123896e+09	6.984516e+09	6.5295523e+09	5.818556e+09	4.2510446e+09	4.6611307e+09	2.9711125e+09	7.5442112e+09	5.6670117e+09	4.1042221e+09	7.3872887e+09	5.6774362e+09	5.8936726e+09	7.6197089e+09	5.7467792e+09	7.8755134e+09	5.3170683e+09	5.2028647e+09	6.0202813e+09	7.6324196e+09	5.5493304e+09	6.8777767e+09	8.862367e+09	6.735083e+09	8.5203889e+09	7.1705415e+09	6.5021029e+09	7.3843495e+09	6.8785027e+09	4.1323382e+09	6.9935604e+09	8.2703724e+09	6.2979935e+09	6.1699691e+09	5.3698892e+09	7.0834626e+09	6.5571234e+09	3.9504201e+09	4.1932918e+09	6.2666146e+09	6.9531532e+09	4.8604409e+09	7.5767391e+09	5.9838375e+09	5.7452006e+09	3.8253526e+09	3.8804783e+09	5.1615106e+09	6.9161858e+09	6.2505378e+09	7.0339839e+09	5.5879188e+09	4.9477717e+09
Glutamylcysteine	383610.35	359699.62	5296136.4	653258.37	595271.77	200087.84	1309910.9	1354195.7	899920.5	282299.09	7520290.5	1236747.2	554889.33	616808.3	542335.25	678058.84	331353.04	433198.29	526913.02	1181998.2	200633.12	625055.56	524212.75	457702.29	919416.3	839112.59	1237263.7	1307635.4	493092.81	1801118.6	1551457.4	1057226.6	1309439.3	499905.52	2368399.6	2469154.7	309572.58	498649.91	540331.69	1494554.6	628297.14	1176748.9	2138706.1	658700.57	1779745.1	1451225.5	3387124.3	2078770.4	1266858.8	441633.88	841944.04	413275.17	695332.77	1286645.7	854788.31	693004.82	492791.46	2255766.5	1437184	589612.85	1704209.1	4165115.4	3108049.5	1099042.3	565296.57	940077.94	2066560.4	3164160.8	762213.65	1961496.5	1217294.2	918018.15	1016302.6	1160183.9	783403.81
glutamyllysine	9590258.7	30911686	16118676	13230549	21646246	11204919	16951788	60367761	69487532	5774299.5	8773672.2	43286151	24360995	16121126	9490867	9182046.9	4625136.2	7403752.6	7939785.2	94559860	25722194	28988084	19153927	58585893	1.1083375e+08	50142094	1.5306355e+08	1.438399e+08	9700186.4	1.5240235e+08	77572869	8810221.5	1.163946e+08	24439825	1.1368318e+08	77602005	51595430	69324500	10131219	14945546	7765470.3	43750920	33608239	11147240	48942989	3095947.8	30305849	28706830	54293948	6423765.6	8659995.8	24988731	9481810.5	16267934	5355300.3	5803915.4	8894284.8	21304461	11018411	5577418.9	17042091	22213949	51060813	15907192	34647209	19489421	13777069	39024650	6568011.3	7192154	6406811.7	13114545	18577574	56177326	11315833
Glutarate	9163908	200280.13	5777390.4	5422341.5	3148804.3	10973634	1414622.3	8102611.1	3712020.6	5868950.2	223321.86	3498554.6	4362260.8	2350407.7	4002421.8	5100634.1	3408786.2	2241962.1	5558758.9	5079332	12801132	5313845.6	6992345.1	326205.24	8174072.4	4935402.3	6757026.7	6264765.9	3561745.3	10760277	3773724.3	3926754	3759095.3	395870.62	9403827.8	628489.64	5265589.5	4335236.4	3686097.6	4793407.4	251566.58	7752430.2	5759788	5574188.8	6345267.2	4413596.9	8900106.3	352748.43	2875363.8	357674.16	5470037.3	5175547.8	2295774.8	527008.43	366993.47	2280265.8	3375630.1	4138040.3	426784.84	1975181.5	2686196	824579.23	7379670.7	2576610.2	649819.16	4279010.1	13230549	375850.52	3298485.8	45244502	456614.62	359490.76	5365060	435192.19	3797334.6
Glutathione	4.9729748e+09	2.927491e+09	5.4331713e+09	4.4434122e+09	4.8329765e+09	5.6312302e+09	3.4863075e+09	8.2033116e+09	6.2771041e+09	5.8051378e+09	3.698756e+09	6.8819603e+09	5.8993919e+09	6.4991994e+09	6.904627e+09	6.6062043e+09	5.677204e+09	5.5073192e+09	4.6681255e+09	4.8425534e+09	5.1322319e+09	4.0555243e+09	3.5119331e+09	5.221984e+09	5.8848088e+09	4.64846e+09	5.1477e+09	4.6851354e+09	3.3655329e+09	8.2932084e+09	6.2002419e+09	2.7063323e+09	5.7306123e+09	3.6462574e+09	5.5245718e+09	8.1851972e+09	5.7808343e+09	6.2399982e+09	4.1239195e+09	4.5951148e+09	4.2374107e+09	5.7830012e+09	6.2068354e+09	7.8017556e+09	7.0370101e+09	4.8112602e+09	5.5039755e+09	4.8928551e+09	2.3266133e+09	4.4572296e+09	3.0376558e+09	4.4833562e+09	7.2713331e+09	8.6135682e+09	6.056759e+09	7.60392e+09	5.14774e+09	6.0398073e+09	6.5093266e+09	3.9067177e+09	3.8616405e+09	2.9793074e+09	6.6103756e+09	6.9105465e+09	7.3032099e+09	5.7642199e+09	4.263993e+09	2.7567374e+09	4.7288022e+09	4.9661753e+09	6.159658e+09	4.2124843e+09	5.3369924e+09	4.8244399e+09	3.9982846e+09
Glutathione disulfide	1.3464305e+08	3.3778508e+08	76267260	54740597	1.0515743e+08	6.324706e+08	38604782	55656760	64153666	1.1781256e+08	5.7733834e+08	55740565	1.1136657e+08	1.2889973e+08	1.2336442e+08	1.2260829e+08	92900898	97444612	1.8130119e+08	52567238	1.9933937e+08	49179043	1.0194097e+08	61123630	48398425	53929743	45385108	45611691	33170154	71037570	49386082	27423076	51105948	48030230	55464824	47771880	39153630	57745083	68236854	30342474	78328556	67636111	44174505	6.2450033e+08	48213814	83774543	47204754	96621786	55295346	37933468	29630580	50549609	55523791	60198030	66088285	84719921	33893831	65230284	53452084	32537615	31775620	43111733	40068152	47747877	40237751	40964027	47879382	30730675	75791281	33469230	49786194	1.1049947e+08	64449409	31007934	38761393
DHAP-isomer	1377034.1	5858021.9	2601047.4	1822676.6	591337.35	744859.25	1471752.5	6858149.9	823180.75	834887.23	1982474	2308195.3	2111908.5	887327.73	3795424.6	5385387	2593541.2	1873919.6	2257481.9	4178496.6	517643.68	3765944.1	11420641	21884245	1165948.5	1179534.4	1960739.5	2179259.4	1821664.9	4852183	2841236.2	1063857.8	1504169.8	3097534.6	1890226.7	3033849.3	13230549	3506524.7	2579583.8	1673641.9	1160677.4	5681284.4	9843282.4	499908.43	7113213.5	530132.68	1546630.5	4331668.3	904541.97	730553.48	2922212.8	1053536.5	2050841	7444597.6	2384825.4	19892369	14541103	1537142.1	3459133.9	44765947	10367569	265128.57	2263452.8	4075606.3	13609561	23797063	4709041.3	2804486	18741380	5939578.6	25150915	1641817.6	19921036	15919446	7874220.7
Glycerol 3-phosphate	4287053.9	4161287.3	6406513.6	4969161	2536436.5	3904646.1	1758905.6	3474452.9	926418.72	2718215.4	1728490.5	1483046.2	3376258.3	4523823	5466560.7	6051139	2455337.7	2367566.6	4799796.4	1204463	1370639.6	1430242.4	3222421.2	3863086.1	1377375	822480.56	1814258	1434313.5	1512517.1	1912848.5	4825473.6	1122709.4	1300327.3	1718534.6	1191079.6	1602549.8	1736406.1	1305900.8	2305860.9	2831168.1	2749739.2	1487262.4	2603568.7	3235700.6	4588323.5	834123.69	1499814.5	1700510.1	2080659.5	5871814	2995092	1202442.1	2660054.8	6355856.8	1537158.3	4507451.3	4895401.9	1421391	2440805.6	5826189.4	6596032.4	996960.63	1107217.1	2186370.6	6744336.7	10747986	4395809.7	3734587	7272275.3	4893208.8	6321737.8	3737366.6	3320554.2	5063298.8	3066671.1
Glycerophosphocholine	2.4115063e+08	1.1882736e+08	2.5589833e+08	1.6154784e+08	2.8381295e+08	3.6599318e+08	2.3135022e+08	2.1732815e+08	1.2047455e+08	1.4153057e+08	4.4635022e+08	2.0932062e+08	3.772272e+08	92910552	1.2448621e+08	1.9336853e+08	1.1032174e+08	2.1430875e+08	1.2803071e+08	1.1123449e+08	2.2863003e+08	2.3094348e+08	2.8129243e+08	2.9596489e+08	7.5055287e+08	2.1158072e+08	2.4839615e+08	2.91151e+08	1.8023857e+08	3.0034554e+08	1.9340539e+08	2.3817248e+08	1.9634574e+08	1.7965455e+08	2.9247996e+08	1.0595511e+08	2.3691772e+08	1.6662686e+08	5.0055911e+08	79749879	3.0939199e+08	1.8636644e+08	66349447	3.6710138e+08	1.0189327e+08	2.8754789e+08	1.3277885e+08	1.9081719e+08	2.12578e+08	1.0312026e+09	82420643	1.0448272e+08	2.5528259e+08	2.7767425e+08	1.6891839e+08	3.026114e+08	2.4627066e+08	1.4133732e+08	1.0082278e+08	1.165745e+08	2.5544971e+08	1.8549431e+08	1.0909776e+08	1.4048589e+09	2.1713164e+08	1.4757478e+08	1.366747e+08	68311026	1.1816675e+09	1.2135818e+08	1.586118e+08	1.0535557e+08	2.3845954e+08	1.3667038e+08	4.2975912e+08
