ensembl_id,gene_symbol,base_mean,log2_fold_change,lfc_se,stat,pvalue,padj
ENSG00000186432,KPNA4,1825.6090167393631,0.1552462002223512,0.1015901660891631,1.5281616931908104,0.1264723971368527,0.3155302223487838
ENSG00000186446,ZNF501,76.57811835820172,-0.2248396705417053,0.2275756813254059,-0.9879775784136248,0.3231636292566378,0.5727481231064359
ENSG00000186448,ZNF197,493.7779503367345,-0.2230346461913014,0.1098753583519997,-2.029887770438767,0.0423679484732556,0.1422893768770217
ENSG00000186462,NAP1L2,62.74438285319315,0.8390044403100643,0.286014554772795,2.933432674349579,0.003352363518463,0.0186072689380699
ENSG00000186468,RPS23,3124.698026106303,-0.0059224823243442,0.0801823035416491,-0.0738627111313654,0.9411196269732858,0.975647190056032
ENSG00000186469,GNG2,277.7481605586494,-1.107711363735645,0.1613901804947672,-6.8635610936166005,6.716478041023934e-12,1.891947908180929e-10
ENSG00000186470,BTN3A2,583.5721767641811,-0.5374037170451447,0.1138371917178417,-4.720809683861142,2.349076579651811e-06,2.982334688588933e-05
ENSG00000186480,INSIG1,282.3997304408692,-0.9709975366585166,0.1929579714946293,-5.0321711465833,4.849560232287216e-07,6.98305685844041e-06
ENSG00000186493,IRX2-DT,98.70343198043712,0.1691745451718435,0.2099064996647108,0.8059519140287247,0.420270575929193,0.6657269082551174
ENSG00000186496,ZNF396,78.28300838990268,-0.2293502398138862,0.2305258552693625,-0.9949002880648568,0.319784762766772,0.5696601819801542
ENSG00000186501,TMEM222,660.5671792867477,0.0240407016240887,0.1056560368046583,0.2275374162343063,0.8200058781739049,0.923999373193272
ENSG00000186510,CLCNKA,5.987383998018334,-0.2170803348395904,0.7598009129141582,-0.2857068623502904,0.7751026483022636,0.902913936450924
ENSG00000186517,ARHGAP30,4.906811675206384,-0.5046277949960679,0.8371667719503764,-0.6027804875967773,0.5466547289929691,0.7642568014180106
ENSG00000186522,SEPTIN10,2597.7304855330526,-0.0098417141536693,0.0877597643470171,-0.1121438078930283,0.9107093828028416,0.963371053302298
ENSG00000186523,FAM86B1,127.82703768959684,-0.2220340655188322,0.2092198837737466,-1.0612474374517051,0.2885774662357022,0.538558443198472
ENSG00000186532,SMYD4,227.7618250074217,-0.2082155621004082,0.1426849055581651,-1.4592683177375736,0.1444912718488719,0.3468098320984505
ENSG00000186564,FOXD2,16.857518227668667,0.3253881481423732,0.4507896352411586,0.7218181668447201,0.4704062786700687,0.7067070326553332
ENSG00000186566,GPATCH8,1453.2749872872855,0.0027291192319614,0.0878648059936113,0.0310604365547669,0.97522134148997,0.9898493009920722
ENSG00000186567,CEACAM19,404.58791331057944,-0.0501700896140669,0.1450526689172415,-0.3458749845043594,0.7294366691759271,0.8795000181850999
ENSG00000186575,NF2,2624.002233086392,1.0157983315692811,0.1161159011267087,8.748141483747478,2.1689522073112428e-18,1.2374009618166798e-16
